icd_code,long_title
F08G5YZ,Wound Management Treatment of Integumentary System - Lower Back / Lower Extremity using Other Equipment
F08G5ZZ,Wound Management Treatment of Integumentary System - Lower Back / Lower Extremity
F08H5BZ,Wound Management Treatment of Integumentary System - Whole Body using Physical Agents
F08H5CZ,Wound Management Treatment of Integumentary System - Whole Body using Mechanical Equipment
F08H5DZ,Wound Management Treatment of Integumentary System - Whole Body using Electrotherapeutic Equipment
F08H5EZ,Wound Management Treatment of Integumentary System - Whole Body using Orthosis
F08H5FZ,"Wound Management Treatment of Integumentary System - Whole Body using Assistive, Adaptive, Supportive or Protective Equipment"
F08H5UZ,Wound Management Treatment of Integumentary System - Whole Body using Prosthesis
F08H5YZ,Wound Management Treatment of Integumentary System - Whole Body using Other Equipment
F08H5ZZ,Wound Management Treatment of Integumentary System - Whole Body
F08J5BZ,Wound Management Treatment of Musculoskeletal System - Head and Neck using Physical Agents
F08J5CZ,Wound Management Treatment of Musculoskeletal System - Head and Neck using Mechanical Equipment
F08J5DZ,Wound Management Treatment of Musculoskeletal System - Head and Neck using Electrotherapeutic Equipment
F08J5EZ,Wound Management Treatment of Musculoskeletal System - Head and Neck using Orthosis
F08J5FZ,"Wound Management Treatment of Musculoskeletal System - Head and Neck using Assistive, Adaptive, Supportive or Protective Equipment"
F08J5UZ,Wound Management Treatment of Musculoskeletal System - Head and Neck using Prosthesis
F08J5YZ,Wound Management Treatment of Musculoskeletal System - Head and Neck using Other Equipment
F08J5ZZ,Wound Management Treatment of Musculoskeletal System - Head and Neck
F08K5BZ,Wound Management Treatment of Musculoskeletal System - Upper Back / Upper Extremity using Physical Agents
F08K5CZ,Wound Management Treatment of Musculoskeletal System - Upper Back / Upper Extremity using Mechanical Equipment
F08K5DZ,Wound Management Treatment of Musculoskeletal System - Upper Back / Upper Extremity using Electrotherapeutic Equipment
F08K5EZ,Wound Management Treatment of Musculoskeletal System - Upper Back / Upper Extremity using Orthosis
F08K5FZ,"Wound Management Treatment of Musculoskeletal System - Upper Back / Upper Extremity using Assistive, Adaptive, Supportive or Protective Equipment"
F08K5UZ,Wound Management Treatment of Musculoskeletal System - Upper Back / Upper Extremity using Prosthesis
F08K5YZ,Wound Management Treatment of Musculoskeletal System - Upper Back / Upper Extremity using Other Equipment
F08K5ZZ,Wound Management Treatment of Musculoskeletal System - Upper Back / Upper Extremity
F08L5BZ,Wound Management Treatment of Musculoskeletal System - Lower Back / Lower Extremity using Physical Agents
F08L5CZ,Wound Management Treatment of Musculoskeletal System - Lower Back / Lower Extremity using Mechanical Equipment
F08L5DZ,Wound Management Treatment of Musculoskeletal System - Lower Back / Lower Extremity using Electrotherapeutic Equipment
F08L5EZ,Wound Management Treatment of Musculoskeletal System - Lower Back / Lower Extremity using Orthosis
F08L5FZ,"Wound Management Treatment of Musculoskeletal System - Lower Back / Lower Extremity using Assistive, Adaptive, Supportive or Protective Equipment"
F08L5UZ,Wound Management Treatment of Musculoskeletal System - Lower Back / Lower Extremity using Prosthesis
F08L5YZ,Wound Management Treatment of Musculoskeletal System - Lower Back / Lower Extremity using Other Equipment
F08L5ZZ,Wound Management Treatment of Musculoskeletal System - Lower Back / Lower Extremity
F08M5BZ,Wound Management Treatment of Musculoskeletal System - Whole Body using Physical Agents
F08M5CZ,Wound Management Treatment of Musculoskeletal System - Whole Body using Mechanical Equipment
F08M5DZ,Wound Management Treatment of Musculoskeletal System - Whole Body using Electrotherapeutic Equipment
F08M5EZ,Wound Management Treatment of Musculoskeletal System - Whole Body using Orthosis
F08M5FZ,"Wound Management Treatment of Musculoskeletal System - Whole Body using Assistive, Adaptive, Supportive or Protective Equipment"
F08M5UZ,Wound Management Treatment of Musculoskeletal System - Whole Body using Prosthesis
F08M5YZ,Wound Management Treatment of Musculoskeletal System - Whole Body using Other Equipment
F08M5ZZ,Wound Management Treatment of Musculoskeletal System - Whole Body
F08Z1EZ,Dressing Techniques Treatment using Orthosis
F08Z1FZ,"Dressing Techniques Treatment using Assistive, Adaptive, Supportive or Protective Equipment"
F08Z1UZ,Dressing Techniques Treatment using Prosthesis
F08Z1YZ,Dressing Techniques Treatment using Other Equipment
F08Z1ZZ,Dressing Techniques Treatment
F0FZ1EZ,Caregiver Training in Dressing using Orthosis
F0FZ1FZ,"Caregiver Training in Dressing using Assistive, Adaptive, Supportive or Protective Equipment"
F0FZ1UZ,Caregiver Training in Dressing using Prosthesis
F0FZ1ZZ,Caregiver Training in Dressing
F0FZ9EZ,Caregiver Training in Wound Management using Orthosis
F0FZ9FZ,"Caregiver Training in Wound Management using Assistive, Adaptive, Supportive or Protective Equipment"
F0FZ9UZ,Caregiver Training in Wound Management using Prosthesis
F0FZ9ZZ,Caregiver Training in Wound Management
XHR,"New Technology, Skin, Subcutaneous Tissue, Fascia and Breast, Replacement"
XHRPXF7,"Replacement of Skin with Bioengineered Allogeneic Construct, External Approach, New Technology Group 7"
XHRPXL2,"Replacement of Skin using Porcine Liver Derived Skin Substitute, External Approach, New Technology Group 2"
XW00X27,"Introduction of Bromelain-enriched Proteolytic Enzyme into Skin, External Approach, New Technology Group 7"
